46085,316
44657,12
45981,957
43794,12
43161,766
43086,52
43086,52
43307,934
42721,863
42721,863
42721,863
42721,863
42231,863
42231,863
41957,887
41875,61
41875,61
41268,28
41268,28
41684,586
41684,586
41190,215
41517,727
41517,727
41719,816
41719,816
41719,816
41035,453
41035,453
41069,76
41613,1
41613,1
41613,1
41613,1
41613,1
41613,1
41460,633
41460,633
41079,473
41079,473
41079,473
41079,473
41079,473
41079,473
41079,473
41079,473
41079,473
41079,473
41005,586
41005,586
41125,793
41425,16
41425,16
41425,16
41388,29
41274,598
41274,598
41274,598
41274,598
41274,598
41274,598
41274,598
41274,598
41274,598
41274,598
41282,785
41282,785
41282,785
41257,137
41224,684
41224,684
41224,684
41035,22
41035,22
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40988,727
40972,32
40972,32
40972,32
40972,32
40972,32
40972,32
41007,664
40999,598
40999,598
40999,598
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
40994,508
