127,52125
131,11327
131,99213
133,02832
135,45886
136,23941
136,23941
136,85933
139,29852
139,29852
139,29852
139,29852
140,43047
140,43047
140,89555
141,87567
141,87567
141,94519
141,94519
142,38782
142,38782
143,5715
143,98244
143,98244
144,49115
144,49115
144,49115
144,83069
144,83069
145,07211
145,34961
145,34961
145,34961
145,34961
145,34961
145,34961
145,45007
145,45007
146,11658
146,11658
146,11658
146,11658
146,11658
146,11658
146,11658
146,11658
146,11658
146,11658
146,2334
146,2334
146,47372
146,50186
146,50186
146,50186
146,6613
146,75052
146,75052
146,75052
146,75052
146,75052
146,75052
146,75052
146,75052
146,75052
146,75052
146,80574
146,80574
146,80574
146,82742
146,87279
146,87279
146,87279
146,9988
146,9988
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,03343
147,07416
147,07416
147,07416
147,07416
147,07416
147,07416
147,07956
147,08704
147,08704
147,08704
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
147,11218
